0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.398407	0.601593	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.409312	0.236640	0.354048	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.902779	0.000000	0.000000	0.097221	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.144742	0.000000	0.320218	0.000000	0.218912	0.316128	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.208152	0.000000	0.207075	0.000000	0.517471	0.000000	0.067302	0.000000	
0.000000	0.000000	0.140904	0.000000	0.000000	0.168196	0.000000	0.000000	0.169341	0.230487	0.291073	
0.000000	0.000000	0.000000	0.497038	0.000000	0.000000	0.000000	0.000000	0.000000	0.502962	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.488402	0.000000	0.000000	0.511598	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
