0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.879594	0.120406	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.442361	0.192836	0.364803	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.392772	0.000000	0.000000	0.607228	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.336397	0.000000	0.142166	0.000000	0.191303	0.330134	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.134348	0.000000	0.284515	0.000000	0.388317	0.000000	0.192820	0.000000	
0.000000	0.000000	0.081794	0.000000	0.000000	0.107779	0.000000	0.000000	0.113297	0.346507	0.350623	
0.000000	0.000000	0.000000	0.280647	0.000000	0.000000	0.000000	0.000000	0.000000	0.719353	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.199034	0.000000	0.000000	0.800966	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
