0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.160850	0.839150	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.196565	0.408542	0.394892	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.826952	0.000000	0.000000	0.173048	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.120444	0.000000	0.255237	0.000000	0.352848	0.271471	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.129667	0.000000	0.356760	0.000000	0.185981	0.000000	0.327591	0.000000	
0.000000	0.000000	0.091530	0.000000	0.000000	0.097720	0.000000	0.000000	0.215484	0.262229	0.333037	
0.000000	0.000000	0.000000	0.280842	0.000000	0.000000	0.000000	0.000000	0.000000	0.719158	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.318481	0.000000	0.000000	0.681519	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
