0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.394252	0.000000	0.000000	0.000000	0.000000	0.000000	0.262440	0.000000	0.343307	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.339605	0.000000	0.000000	0.151459	0.000000	0.000000	0.508936	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.382403	0.000000	0.000000	0.617597	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.306763	0.000000	0.000000	0.126931	0.000000	0.002851	0.000000	0.000000	0.000000	0.133781	0.429674	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.051739	0.073778	0.000000	0.135932	0.138271	0.000000	0.131283	0.151884	0.000000	0.000000	0.136877	0.121587	0.058650	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.171127	0.000000	0.000000	0.000000	0.000000	0.074055	0.000000	0.264385	0.000000	0.000000	0.000000	0.000000	0.000000	0.192946	0.297486	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.143908	0.000000	0.149207	0.000000	0.383664	0.000000	0.000000	0.000000	0.057973	0.265249	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.178424	0.000000	0.000000	0.000000	0.170020	0.000000	0.043508	0.000000	0.178609	0.096838	0.000000	0.000000	0.000000	0.181136	0.000000	0.151464	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.260469	0.000000	0.025154	0.000000	0.221093	0.000000	0.493284	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.089073	0.000000	0.000000	0.794746	0.000000	0.000000	0.068219	0.016946	0.000000	0.000000	0.000000	0.000000	0.031016	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.163823	0.026609	0.026297	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.155700	0.066559	0.179855	0.000000	0.000000	0.149287	0.000000	0.103237	0.128633	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.231337	0.000000	0.000000	0.078355	0.153984	0.000000	0.280442	0.000000	0.000000	0.000000	0.000000	0.065051	0.130084	0.000000	0.060747	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.138900	0.000000	0.000000	0.000000	0.193855	0.000000	0.132730	0.000000	0.063400	0.000000	0.153678	0.000000	0.163092	0.043441	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.110904	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.109490	0.110008	0.000000	0.179770	0.062470	0.133479	0.000000	0.036025	0.000000	0.129180	0.000000	0.161487	0.000000	0.000000	0.068697	0.000000	0.009394	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.109996	0.000000	0.000000	0.000000	0.147923	0.000000	0.176783	0.000000	0.000000	0.000000	0.000000	0.000000	0.008163	0.000000	0.081182	0.000000	0.000000	0.000000	0.000000	0.212785	0.000000	0.000000	0.263168	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.003834	0.140208	0.000000	0.000000	0.218285	0.213977	0.000000	0.000000	0.000000	0.135952	0.000000	0.000000	0.000000	0.000000	0.035960	0.000000	0.107645	0.000000	0.000000	0.000000	0.144139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.099455	0.073300	0.000000	0.000000	0.075991	0.136394	0.023278	0.000000	0.040763	0.115897	0.019614	0.000000	0.000000	0.000000	0.000000	0.000000	0.110147	0.000000	0.000000	0.000000	0.000000	0.138619	0.133038	0.000000	0.000000	0.033504	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.179152	0.000000	0.192861	0.000000	0.000000	0.194333	0.000000	0.099581	0.000000	0.130546	0.101403	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.102124	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.112492	0.048266	0.000000	0.000000	0.100551	0.000000	0.000000	0.000000	0.000000	0.000000	0.138573	0.116489	0.000000	0.027457	0.020779	0.000000	0.075006	0.000000	0.095142	0.000000	0.118359	0.000000	0.133085	0.000000	0.013800	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.215862	0.154452	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.185836	0.000000	0.153610	0.000000	0.041113	0.000000	0.000000	0.000000	0.000000	0.000000	0.249127	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.168661	0.024982	0.000000	0.000000	0.000000	0.000000	0.139661	0.000000	0.016282	0.063885	0.000000	0.000000	0.047654	0.000000	0.092026	0.000000	0.066760	0.000000	0.076187	0.052029	0.098515	0.000000	0.000000	0.000000	0.153359	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.181293	0.000000	0.179637	0.045449	0.039864	0.194189	0.105754	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.012537	0.107230	0.100422	0.000000	0.000000	0.000000	0.000000	0.033625	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.062334	0.000000	0.000000	0.073468	0.000000	0.000000	0.000000	0.000000	0.000000	0.126248	0.009379	0.046632	0.168812	0.000000	0.221776	0.000000	0.171874	0.000000	0.000000	0.006162	0.113316	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.276567	0.000000	0.000000	0.077315	0.000000	0.000000	0.000000	0.000000	0.154190	0.077599	0.000000	0.235639	0.000000	0.000000	0.178690	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.289646	0.051005	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.334326	0.000000	0.000000	0.000000	0.000000	0.325022	0.000000	0.000000	0.000000	0.000000	
